gene,mean_effect,median_effect,n_samples_positive,n_samples_negative
MRPL23,0.2445348,0.13549587,5,0
CCNL1,0.19128686,0.1353415,5,1
VPS8,0.19567484,0.13527519,5,1
MTG1,0.19561458,0.13516915,5,0
DNAJC13,0.24316359,0.13514674,5,1
ATF6,0.22400735,0.13493055,5,0
SNX5,0.14095534,0.13424802,5,1
ATP2C1,0.12266027,0.13359831,5,1
GRAMD4,0.11058616,0.1332828,5,1
MAP3K5,0.16221857,0.13314182,5,1
COPS5,0.13933198,0.13294628,5,1
PNPLA6,0.08618031,0.13290554,5,1
TIMP2,0.14725061,0.13257334,5,1
KDM7A,0.13154058,0.13212523,5,1
TUT4,0.27199924,0.13179234,5,1
OLFML3,0.04138038,0.13174877,5,1
MAP3K1,0.24504149,0.1314874,5,1
NCOR2,0.03268228,0.13132422,5,1
ARRDC3,0.018758466,0.13119647,5,1
HEXA,0.13150877,0.13111836,5,1
MXD4,0.09976268,0.13097921,5,1
PARP8,0.18577357,0.1308804,5,0
DNAJB6,0.20825739,0.13064027,5,1
OAS2,0.123874776,0.12999889,5,1
WNK1,0.16098809,0.12984914,5,1
SLC31A2,0.13269584,0.1295387,5,1
PPP2R1A,0.14992823,0.12949434,5,1
CACNA2D4,0.16671486,0.12939239,5,1
ARHGEF1,0.06498801,0.12924615,5,1
GPR65,0.14309578,0.1288666,5,1
KMT2A,0.1597621,0.12876308,5,1
TCOF1,0.10878412,0.12873581,5,1
SLC23A2,0.15023963,0.1286988,5,0
MAML3,0.19047935,0.12861174,5,0
GTPBP1,0.19905834,0.12827908,5,1
DUSP23,0.18618006,0.12827486,5,1
PCYT1A,0.11595708,0.12816513,5,1
BCL2,0.09746539,0.12783581,5,1
STARD8,0.13472061,0.12768641,5,0
PSD3,0.07931644,0.12750135,5,1
DAGLB,0.26279432,0.12749806,5,1
TRMT1,0.18287776,0.1274026,5,1
AMDHD2,0.27710176,0.12724386,5,1
SH3BP2,0.3152444,0.12702598,5,1
GTF2I,0.20985848,0.12689915,5,1
CUTA,0.15397026,0.12648499,5,1
MRPS16,0.13761915,0.12640367,5,1
RIF1,0.115366735,0.12596288,5,1
WASHC4,0.12556405,0.12592451,5,1
NLRC5,0.2089001,0.12561134,5,1
UNC13D,0.15502112,0.12544863,5,1
ITPR1,0.14002489,0.12511426,5,0
TMEM176B,0.2788519,0.12501976,5,1
TFEB,0.22519149,0.12493601,5,1
RYR1,0.10870752,0.124882184,5,1
PTPN18,0.13692053,0.124623984,5,1
DHX58,0.13391769,0.12378006,5,1
VAV1,0.26506177,0.12363571,5,1
RAPH1,0.19730884,0.123631164,5,0
JAZF1,0.103114225,0.12327774,5,1
HACD3,0.114825405,0.12291355,5,0
TSPAN33,0.089222424,0.122345276,5,1
ATP6V1C1,0.1837966,0.1223408,5,1
DOCK7,0.13636847,0.122228354,5,1
NPTN,0.21915121,0.12187204,5,1
DENND1A,0.18523526,0.12175056,5,1
SULT1A1,0.09857262,0.121721916,5,1
TMEM258,0.18941689,0.121491075,5,1
RGS19,0.20703809,0.121294856,5,1
MAPK13,0.12500213,0.121165514,5,0
FECH,0.13447553,0.12094591,5,1
CARD9,0.22354771,0.120849244,5,1
PICALM,0.1828051,0.1208182,5,1
BOLA3,0.035385568,0.12068978,5,1
TRIP12,0.12933011,0.120334215,5,1
TRIM34,0.119251065,0.12029714,5,1
EIF4G3,0.17126042,0.12017604,5,1
ADAR,0.14847194,0.11992596,5,1
WDR81,0.12790519,0.11956317,5,1
MICAL1,0.15242572,0.11930467,5,1
CALU,0.14359324,0.1191601,5,1
WDFY3,0.18363513,0.11902779,5,1
RASGRP3,0.07068109,0.11892326,5,1
KCTD10,0.12565215,0.11886089,5,0
MCTP1,0.1749416,0.11828521,5,0
RUBCNL,0.13835217,0.11808849,5,0
ARHGEF10L,0.2237363,0.11756194,5,1
PSD4,0.112050295,0.11753861,5,1
ELP3,0.12952673,0.11740424,5,1
GIMAP7,0.086941086,0.11718628,5,1
FN1,0.04823598,0.11715031,5,1
GPI,0.042434376,0.11682689,5,1
CLK1,0.110202275,0.11660328,5,1
ARFGAP2,0.15835203,0.11597281,5,1
IRAK3,0.0019317567,0.11595037,5,1
SNX24,0.15167516,0.11582388,5,1
MYO7A,0.23846768,0.115759015,5,0
IRF5,0.15288527,0.11509413,5,1
CFDP1,0.11291642,0.11469152,5,1
MAPKAPK2,0.17282552,0.11451021,5,1
NUFIP2,0.20786674,0.114129126,5,0
NKTR,0.13659681,0.1139912,5,1
KAT2A,0.19908941,0.11379522,5,1
RGS1,0.055345874,0.11333656,5,1
COPS7A,0.16302876,0.1133354,5,1
RHOBTB3,0.16948421,0.11332239,5,1
UBE2W,0.24356711,0.112972796,5,1
MYSM1,0.20096783,0.112590015,5,1
CHURC1,0.16054125,0.112290755,5,1
ENO1,0.26072198,0.11220014,5,1
HCLS1,0.26483867,0.1121912,5,1
AGRN,0.13942291,0.112163305,5,0
TECPR1,0.14564265,0.11163456,5,1
SPAG9,0.10041986,0.11101197,5,1
MFN1,0.104406685,0.11070505,5,0
SETD3,0.11931711,0.11053939,5,1
KRI1,0.11111102,0.11041825,5,0
APBB1IP,0.053993803,0.11025903,5,1
RBBP5,0.17804843,0.109910116,5,0
GASK1B,0.101709805,0.10975116,5,1
SEC24B,0.12872069,0.109747395,5,1
ANKRD13D,0.19481133,0.10966581,5,1
CLEC2D,0.19502927,0.1095843,5,0
MPHOSPH10,0.08794439,0.10881787,5,1
RUNX1,0.13186191,0.10869148,5,1
FKBP8,0.11781069,0.10856411,5,1
TNFRSF1A,0.2543644,0.10817561,5,1
OIP5-AS1,0.08679378,0.108076185,5,1
HGSNAT,0.18595763,0.10803061,5,1
TIMMDC1,0.16353494,0.10794484,5,1
SMC3,0.08283425,0.10778299,5,0
DAAM1,0.13592981,0.10755636,5,0
HOOK3,0.10644182,0.107395805,5,1
ILF2,0.15745625,0.107373774,5,1
HRH2,0.11686531,0.10704291,5,0
STOM,0.21661395,0.106670275,5,1
SYMPK,0.15438925,0.10656835,5,1
CDC73,0.1923693,0.10645147,5,1
SRGAP2C,0.21694635,0.10617098,5,0
ATF6B,0.10142966,0.10604995,5,0
FAM193B,0.18905239,0.10602998,5,0
AL627171.2,0.13792573,0.10599019,5,0
SMU1,0.107723445,0.105881564,5,1
ARFIP1,0.17195821,0.105767846,5,1
EIF4G1,0.22098081,0.10576464,5,1
SPATS2L,0.21294075,0.10560919,5,1
TFE3,0.11290181,0.10552206,5,1
FGD5,0.15953706,0.10550122,5,0
UPF1,0.1496022,0.10504598,5,1
LINC01094,0.12921375,0.10492508,5,1
HDAC7,0.13075913,0.10480278,5,1
ANAPC4,0.16336562,0.10474789,5,1
GGA2,0.206216,0.10463401,5,1
TRIP6,0.116381496,0.10439865,5,0
RNF44,0.091599114,0.1041175,5,1
TNRC18,0.061100077,0.10390324,5,1
FTSJ1,0.050831378,0.103460595,5,1
NSA2,0.13122433,0.10342385,5,1
URGCP,0.13029261,0.103378475,5,1
PSME4,-0.015283485,0.10301332,5,1
SLC38A10,0.12888022,0.10297227,5,1
LONP1,0.094521224,0.10284249,5,0
C4orf48,0.102833055,0.102721006,5,1
TUT7,0.1968437,0.10261209,5,1
UQCC1,0.115469515,0.10260071,5,1
HDAC10,0.13053647,0.101792805,5,1
RPRD2,0.19336717,0.10163508,5,1
MFSD10,0.08456788,0.10134534,5,1
HIPK3,0.115864515,0.10129434,5,0
USP46,0.098465286,0.10076368,5,1
OSBPL9,0.11767926,0.10074989,5,1
NPLOC4,-0.0797199,0.10074244,5,1
RASSF5,0.13293529,0.100606956,5,1
ISCU,0.10943153,0.1004238,5,1
CDK5RAP3,0.13646692,0.09993826,5,1
HSP90AB1,0.0623686,0.0998213,5,1
SLC25A39,0.17581098,0.09967962,5,1
ZNF618,0.14712854,0.099593714,5,1
CCDC50,0.07413268,0.09958038,5,1
APOBR,0.090633154,0.09948996,5,1
ELMSAN1,0.10157344,0.099341035,5,1
FKBP1A,0.18753855,0.09933402,5,1
PRPF8,0.21805578,0.099075064,5,1
OGFR,0.27444288,0.098869964,5,1
RAP2C,0.14547823,0.09869744,5,1
SMIM30,0.17430794,0.09842827,5,1
XBP1,0.18148677,0.098379344,5,1
LYN,0.24500215,0.09834179,5,1
DICER1,0.15095894,0.097901076,5,1
CTDSP1,0.07223597,0.09773369,5,1
TMIGD3,0.23190153,0.09761304,5,1
HCFC1R1,0.0745719,0.09760679,5,1
RFXANK,0.12327573,0.09743905,5,1
TRIM27,0.07019609,0.09730081,5,1
CENPT,0.09836144,0.09708591,5,1
TMEM94,0.13533224,0.09654621,5,0
RCOR1,0.19546445,0.09644371,5,0
ATP6V0A1,0.08892145,0.09634363,5,1
CLN5,0.09153014,0.096099496,5,1
STK11,0.1361127,0.09607345,5,0
UTP20,0.19439685,0.09596174,5,1
SEPHS2,0.1581888,0.09594934,5,1
COPA,0.11298429,0.09574057,5,1
FAF2,0.07093551,0.095630825,5,1
CAMTA2,0.13344894,0.095482066,5,0
NXF1,0.1340008,0.095393255,5,1
PEAK1,0.13212465,0.09515874,5,1
PML,0.124178834,0.09512542,5,1
PSTPIP1,-0.03956522,0.094904244,5,1
SMC1A,0.13753279,0.09456595,5,1
TMEM14B,0.04537694,0.09444946,5,1
DOCK5,0.088659704,0.09444927,5,1
EML3,0.09060085,0.09430708,5,1
SIPA1L1,0.12768929,0.09427213,5,0
PDXK,0.16161498,0.09418556,5,1
CNOT6L,0.08435892,0.094061494,5,0
BANF1,0.10821286,0.09393665,5,1
CUX1,0.07343457,0.09391409,5,1
IDUA,0.0967577,0.093813255,5,1
ANTXR1,0.11311966,0.09381041,5,0
ACTN1,0.13227291,0.09362927,5,1
VPS35L,0.17644495,0.09353915,5,0
PRMT9,0.1946612,0.093142614,5,1
HNRNPL,0.09728976,0.092999354,5,1
NFKBID,0.08044241,0.09288606,5,1
NOC2L,0.08444539,0.09281839,5,1
ADAM8,0.13814397,0.09258823,5,1
PTPN23,0.10081499,0.09257822,5,0
ILRUN,0.11050578,0.09250031,5,1
CNPY2,0.097107194,0.09239997,5,1
CPSF1,0.1530607,0.09228822,5,1
ELL,0.1651432,0.091983706,5,1
TP53I13,0.1422342,0.09189981,5,0
NDUFB2,0.09548647,0.09188563,5,1
MMD,0.14985612,0.09170313,5,1
WLS,0.13810845,0.09135842,5,0
DCUN1D1,0.1214253,0.091316044,5,1
ZBTB8OS,0.10317803,0.09122062,5,1
TMEM251,0.055941448,0.09120503,5,1
CPNE1,0.15260099,0.09118613,5,1
MTOR,0.117476374,0.09117325,5,1
HES1,0.10821315,0.09093508,5,0
TASOR,0.0903287,0.09076836,5,1
VPS16,0.087036334,0.090423726,5,1
CAMKK1,0.090382434,0.09007923,5,0
SERPINB9,0.15835533,0.08998777,5,1
DHX35,0.1304099,0.089863375,5,0
COG4,0.187382,0.08978139,5,1
POLDIP3,0.10457056,0.08954632,5,1
RBPJ,0.03398908,0.08928763,5,1
ATP13A1,0.12574296,0.089200616,5,1
NRBP1,0.024493681,0.089191765,5,1
SLC38A6,0.11544645,0.08906735,5,0
MX1,0.12745929,0.08904983,5,1
WASHC1,0.14854005,0.0882922,5,1
ANAPC5,0.0635337,0.08813834,5,1
EPS8,0.21128388,0.08803047,5,0
ROGDI,0.16225229,0.08791836,5,1
CUL4B,0.105743855,0.08785418,5,0
NNT,0.15900879,0.08784373,5,1
USP7,-0.072222024,0.08759837,5,1
RCC2,0.1605827,0.08740918,5,1
HELZ2,0.09425951,0.087242335,5,1
FFAR4,0.12778269,0.08713636,5,1
HAVCR2,0.3858731,0.08686963,5,1
KIAA0100,0.22606991,0.086797595,5,1
QRICH1,0.13444321,0.08649505,5,1
HGS,0.18471323,0.08623905,5,0
MTA2,0.20754766,0.086016215,5,0
GSK3A,0.1588568,0.08598316,5,0
CCDC18,0.14776622,0.08594151,5,1
RITA1,0.082001805,0.08571594,5,1
AC110995.1,0.112549484,0.0856996,5,1
C19orf38,0.071202375,0.08560307,5,1
TRIR,0.13422066,0.08557072,5,1
STK17B,0.048378456,0.085532606,5,1
ZNF326,0.09923259,0.08542016,5,0
DCTN4,0.10205241,0.0850727,5,1
ZNF839,0.094104946,0.08507024,5,1
EHD4,0.106026255,0.08504215,5,1
NISCH,0.08246685,0.0848837,5,0
EMC9,0.008664395,0.08478277,5,1
RCOR3,0.03109409,0.08472077,5,1
KIAA0319L,0.10049349,0.084577054,5,1
TIMP1,0.120514534,0.08447474,5,1
ZNF638,0.15651138,0.084390804,5,1
PHRF1,0.14300461,0.084349416,5,1
IPO5,0.15198694,0.08429871,5,1
SMIM26,0.0069470555,0.08392057,5,1
SERPINB6,0.15900852,0.08390087,5,1
RASSF2,-0.0031214904,0.08385411,5,1
PTTG1,0.08529238,0.08384327,5,1
RPL6,-0.025231779,0.08347833,5,1
RUSC1,0.07657492,0.08331052,5,1
NASP,0.15968566,0.08324753,5,1
TRAF5,0.16423197,0.0832466,5,1
TRMT10C,0.1011559,0.083084196,5,1
TPM4,0.038146824,0.0828329,5,1
PIK3CG,0.04591969,0.082798734,5,1
TACC1,0.2159927,0.082770094,5,1
TSC2,0.048680555,0.082478605,5,1
ADAM9,0.20165996,0.08247416,5,1
IPO9,0.098761015,0.08196573,5,1
TRIM14,0.1023686,0.08163382,5,1
NPEPL1,0.085208446,0.0814684,5,1
OSBPL7,0.1551478,0.08145777,5,0
PABPC1L,0.07469874,0.08132788,5,1
SNRNP200,0.12075683,0.08097181,5,1
COPB2,0.024317717,0.08074332,5,1
PPFIA1,0.10970057,0.080393344,5,1
PI4KA,0.09005741,0.08034158,5,1
RAB1A,0.26682213,0.080320925,5,1
PARP15,0.1678416,0.08018938,5,1
AC118549.1,0.19755296,0.079916485,5,1
PSMC5,0.106832646,0.07927105,5,1
COG8,0.087664224,0.079053305,5,0
RO60,0.10755583,0.0782384,5,0
ABCA1,0.46147105,0.078116626,5,1
DELE1,0.2353911,0.07811325,5,1
SELENOO,0.10604551,0.07810433,5,1
TNFSF13,0.10162488,0.07793294,5,1
SHARPIN,0.07619227,0.0777898,5,1
SNRPD2,0.043636337,0.07767737,5,1
ATP13A3,0.22558974,0.077454954,5,1
GATAD2A,0.14467144,0.07738581,5,0
RNF141,0.10728762,0.07734976,5,1
MAVS,0.09493176,0.077316135,5,0
TMEM51,0.0094144745,0.07729919,5,1
YPEL2,0.19401498,0.07725488,5,1
ZFHX3,0.29522458,0.07724385,5,1
STAG2,0.034174185,0.07709701,5,1
BDP1,0.13845207,0.0769863,5,1
AHI1,0.1910096,0.07670745,5,1
SEMA4B,0.08966371,0.07656354,5,0
NIT1,0.06410452,0.07635394,5,1
PANK3,0.121937335,0.07622767,5,1
ERP44,0.1839207,0.076117456,5,1
PCM1,0.1249131,0.07604523,5,1
NCF4,0.092250146,0.075759664,5,1
PEPD,0.11395556,0.07546766,5,1
NUP107,0.10236061,0.07543605,5,0
FERMT3,0.10516915,0.07542741,5,1
ZDHHC21,0.15424125,0.075352356,5,0
YIPF2,0.10181319,0.075323015,5,0
ZNF700,0.08778027,0.07460487,5,0
SLC39A6,0.112036206,0.07448788,5,0
PIK3C2A,0.1629841,0.07443053,5,1
TRAF2,0.11900046,0.07433067,5,0
GLRX3,0.0799656,0.07417653,5,0
DENND1C,0.14122364,0.07381045,5,0
DTX3L,0.11757695,0.07377533,5,1
ABHD13,0.10004991,0.07360112,5,0
STAU2,0.1078696,0.07343088,5,1
NRIP1,0.10586486,0.07290982,5,1
EIF4A2,0.20084079,0.07286286,5,1
DNAJC5,0.06535844,0.07276775,5,1
MRPS15,0.16483529,0.0726617,5,1
TRIQK,0.111484505,0.07230441,5,1
PLEKHA1,0.10503724,0.07212201,5,0
TMEM65,0.16325285,0.07211112,5,1
PNPO,0.13588898,0.072011285,5,0
LMNB1,0.14260894,0.07190566,5,1
RPL12,-0.16778572,0.07186401,5,1
POLR2G,0.097235955,0.07185008,5,1
METTL23,0.112977125,0.07181026,5,1
PLCG2,0.06703166,0.07159493,5,0
FNDC3B,0.09343222,0.07158512,5,1
CPXM1,0.1120468,0.07155216,5,0
EXOC7,0.10744071,0.07122354,5,1
NCEH1,0.061714526,0.07110868,5,1
CMIP,0.1416291,0.070913285,5,0
ANO8,0.07559359,0.07090147,5,0
HNRNPUL2,0.083915554,0.07065186,5,0
RSRC2,0.107219666,0.070635065,5,1
ERMAP,0.11274632,0.07059184,5,0
CBR4,0.029916525,0.07041728,5,1
NME3,0.13894042,0.07041286,5,1
CARD19,0.11002976,0.07016093,5,1
GALNT6,0.056136608,0.06994979,5,1
MYL6B,0.11715144,0.069899574,5,1
DEPDC5,0.06891275,0.069748476,5,1
MAN1C1,0.0894699,0.069673404,5,0
PHF3,0.06257667,0.06962736,5,1
NSD2,0.16978912,0.069581434,5,1
LIMK2,0.10709735,0.069403514,5,1
GPS2,0.09004905,0.06903024,5,1
ADH5,0.11048737,0.06882982,5,1
RC3H2,0.113888085,0.06871976,5,1
PPP1CA,-0.016604671,0.068621516,5,1
GOLGA1,0.17352335,0.068548076,5,1
SLC16A1,0.10900321,0.06820033,5,1
SMAD2,0.14489955,0.068108186,5,1
ADORA3,0.16821776,0.06793556,5,1
KCTD18,0.08352671,0.067847975,5,1
CERS2,0.062358987,0.06751099,5,1
ANAPC1,0.12717305,0.06712537,5,0
CLPTM1,0.06556014,0.06704333,5,1
SEPTIN11,0.15781339,0.06699693,5,1
ERCC5,0.14819817,0.066181585,5,0
PTPA,0.20917182,0.066083804,5,0
FAM102B,0.09205166,0.06605672,5,0
TST,0.10676449,0.06592819,5,0
SENP7,0.09673468,0.06561211,5,1
RBM38,0.08139905,0.065358974,5,1
TMED3,0.05364849,0.06533939,5,0
PDCD7,0.12669033,0.065251514,5,1
FUS,0.16641296,0.06511581,5,1
CD180,0.07407218,0.06511228,5,1
RTN3,0.07825249,0.064886995,5,1
KPNB1,0.10173589,0.0645567,5,1
RASL10A,0.08484826,0.06451423,5,0
SMC6,0.092312634,0.06442438,5,1
PPHLN1,0.07815544,0.064417884,5,1
ZNF100,0.18183112,0.064237885,5,0
SLC25A36,0.070159145,0.06422487,5,1
NREP,0.09496864,0.06412582,5,1
CRAT,0.082777254,0.064005524,5,0
AREL1,0.12433183,0.06400116,5,1
DDX39A,0.09507223,0.063977264,5,1
PARP12,0.11858069,0.063871175,5,1
LINC00294,0.15493262,0.06385292,5,0
BIRC6,0.115191855,0.06380318,5,1
LRCH4,0.16789722,0.06360408,5,1
DOCK1,0.076776244,0.06347211,5,0
COASY,0.103527576,0.06331139,5,0
GAK,0.077607684,0.063251235,5,1
PCBP1-AS1,0.117934175,0.06316511,5,0
GOLGB1,0.11615386,0.06256482,5,1
EDEM1,0.06465107,0.062541984,5,0
HDAC9,0.07294261,0.062330645,5,1
KMT5B,0.12256148,0.062148362,5,1
WDR75,0.064381056,0.061750896,5,1
PHACTR4,0.25290692,0.06136269,5,0
MBD3,0.11454911,0.061185375,5,1
DTX2,0.1440387,0.06103698,5,1
SNHG17,0.093190074,0.061033152,5,0
HDDC2,0.023931274,0.06081844,5,1
HDAC6,0.08182009,0.060785737,5,0
AP2B1,0.1961828,0.06067892,5,0
CCDC28A,0.10500706,0.06054008,5,1
SENP6,0.10224404,0.06046407,5,1
GOLGA3,0.15669455,0.060215812,5,1
UBE3C,0.052487552,0.060106054,5,1
C2CD2L,0.09960086,0.060035475,5,0
SAFB2,0.095329605,0.06001085,5,1
HDGF,0.043266088,0.059317976,5,1
LYRM4,0.0735855,0.058903385,5,1
ARL4C,0.42541358,0.058504045,5,1
BAZ2B,-0.033851285,0.058324233,5,1
SEPTIN9,0.07327294,0.057937697,5,1
BRWD3,0.05855824,0.057901345,5,1
DPYSL2,0.10064005,0.05786118,5,1
HSPA6,0.1359455,0.057768736,5,1
GTPBP4,0.04472913,0.05769521,5,1
TMEM184C,0.12652336,0.057657357,5,0
AP3D1,0.13783142,0.057248257,5,1
SLC12A5,0.07435325,0.057134543,5,0
LRRC8B,0.11548048,0.056516673,5,1
CHD3,0.07544223,0.056348346,5,1
EHMT1,0.19777657,0.05594211,5,0
PAPSS1,0.0671866,0.05593857,5,1
NFYC,0.13059084,0.05527602,5,1
TNK2,0.07970512,0.055251393,5,0
CARD8,0.053203296,0.054922163,5,1
RIPOR1,0.03095656,0.05476162,5,1
NUS1,0.11931833,0.05472508,5,0
ARSD,0.11541303,0.05453863,5,1
PRPF4B,0.13806622,0.05453156,5,1
INTS1,0.09574586,0.054203045,5,0
ARRB1,0.07805375,0.054058462,5,1
ECPAS,0.040805113,0.05405087,5,1
DPF2,0.07897406,0.054042134,5,1
HELLS,0.069466695,0.054009106,5,1
B3GALNT1,0.07346348,0.05385983,5,0
CNOT3,0.11762756,0.05365517,5,0
TXNDC11,0.15179949,0.053565554,5,0
BTN2A1,0.09487763,0.05333008,5,0
PRDM4,0.15375274,0.053268287,5,1
ZNF407,0.14418885,0.05312594,5,0
STX16,0.074473225,0.05307784,5,1
ATXN2L,0.08827516,0.052641273,5,1
NDST2,0.10180128,0.052232336,5,0
PTBP3,0.18166457,0.05196482,5,0
CTTNBP2NL,0.12073936,0.051964007,5,1
PPP2R5C,0.03676337,0.05192988,5,1
CLIP1,0.060142636,0.051887378,5,1
MYO10,0.066111475,0.05188307,5,1
CTBP1,0.09102767,0.051825337,5,1
TUG1,0.11506655,0.051662832,5,0
STK10,0.24113487,0.051547855,5,1
SLAIN2,0.05927621,0.05146422,5,1
SMURF1,0.14068708,0.05133125,5,0
PRPF31,0.10156707,0.051259983,5,1
CS,0.068394214,0.050785795,5,1
USB1,0.10075301,0.050502013,5,1
ZNF22,0.049683154,0.050359033,5,1
POLR3GL,0.1098698,0.050183937,5,1
THAP12,0.09372402,0.05013656,5,1
C2CD3,0.099421,0.04984516,5,0
UBTF,0.07287511,0.04966311,5,1
TPM1,0.103815116,0.049135473,5,1
RAB29,0.1279196,0.04900886,5,1
ANO6,0.07657995,0.048589133,5,1
RAP1GDS1,0.120794654,0.048548456,5,1
INTS10,0.073471464,0.048474163,5,1
TMEM214,0.05359307,0.048005987,5,1
SRSF4,0.061776653,0.047777474,5,1
FAM199X,0.06816777,0.04739697,5,0
UBIAD1,0.13487716,0.047248937,5,0
PDPN,0.08862305,0.046962418,5,1
SLC26A2,0.028755479,0.04670362,5,1
EIF1AX,-0.016186202,0.04652001,5,1
VPS52,0.2199402,0.04640133,5,0
AFTPH,0.14265196,0.04609143,5,1
ZBTB7B,0.2051702,0.04602863,5,1
ARHGEF11,0.06399168,0.045546066,5,1
ZNFX1,0.15198612,0.045159616,5,1
PPP6R1,0.07484484,0.044221163,5,1
USP47,0.05502637,0.044092763,5,1
MED13,0.064419575,0.044085234,5,1
FCHSD1,0.11333054,0.04408261,5,1
LNCAROD,0.100276135,0.04365262,5,1
RFC4,0.06725109,0.043620057,5,1
CYP2S1,0.07829331,0.04361919,5,0
ITGB2-AS1,0.24095745,0.043600462,5,1
GNPTG,0.06905904,0.043570936,5,1
SLC8B1,0.11006383,0.04333142,5,1
CCNT2,0.1277197,0.043257713,5,1
CEP104,0.040596608,0.043147076,5,1
SORT1,0.06331407,0.04309596,5,0
TUBGCP6,-0.0014297143,0.0428095,5,1
CIAO1,0.0029137682,0.042718098,5,1
OSGIN2,0.0864428,0.04217086,5,1
TSEN15,0.04590815,0.042114545,5,1
CHKB,-0.00493257,0.04186689,5,1
CAPRIN1,0.084302075,0.04185377,5,1
ICE2,0.13788833,0.04182473,5,1
DRAM1,0.029689202,0.041807964,5,1
RANGAP1,0.033585563,0.04138972,5,1
SCAPER,0.19454558,0.04125324,5,0
CCDC84,0.1475166,0.041203845,5,0
ADNP,0.025473088,0.04067163,5,1
DIS3L2,0.08266258,0.04045214,5,1
HHEX,0.050229326,0.040406603,5,0
TBC1D12,0.09713933,0.040255032,5,0
BRF1,0.06273706,0.04025236,5,0
PPIP5K2,0.08850134,0.040222336,5,0
ABCD3,0.10173003,0.03994689,5,0
SEPTIN6,0.1274385,0.039491624,5,1
RBCK1,0.076652825,0.039489195,5,1
S100A9,0.25471827,0.039245486,5,1
NCKIPSD,0.06438104,0.039041616,5,0
LINC00623,0.10196183,0.038794722,5,1
SRCAP,0.062116712,0.038760655,5,1
PHTF2,0.072139874,0.038749076,5,1
HM13,0.20444508,0.038631424,5,1
ATP9B,0.1659291,0.038093865,5,1
C11orf1,0.06495444,0.03798391,5,1
AL390728.6,0.105804764,0.03777186,5,1
PIAS2,0.041025817,0.037712894,5,1
MCM5,0.1092755,0.03747938,5,1
SLC37A4,0.03587473,0.036653712,5,1
AQR,0.08429053,0.036614805,5,0
NFAT5,0.0426016,0.03661281,5,1
RBM12,0.0652014,0.036283277,5,0
ZMIZ2,0.119888596,0.036256343,5,1
CSNK1A1,0.008436198,0.036221325,5,1
MYO1D,0.08871189,0.03617025,5,0
RFX5,0.05964383,0.03613665,5,1
MED11,0.077844836,0.036014397,5,1
YKT6,0.059074804,0.035797656,5,1
PICK1,0.05442493,0.035410643,5,0
CERS5,0.15286648,0.03532022,5,1
TEX10,0.06518592,0.034402743,5,0
BUD23,0.110943966,0.0342435,5,1
BRAT1,-0.024386331,0.034226358,5,1
PDCD6,0.016095774,0.034190558,5,1
IMPDH1,0.14009447,0.03399908,5,0
LRRC57,0.08964875,0.03391762,5,0
DHX15,0.17573343,0.033624995,5,1
DENND6A,0.068392895,0.033614278,5,1
WIPF2,0.06795969,0.03340804,5,1
UBXN7,0.09010118,0.033398844,5,1
DPP3,0.04632163,0.03328876,5,1
TRIM26,0.067229845,0.03326885,5,1
SRSF8,0.07421401,0.033087753,5,1
ABHD14B,-0.0030276328,0.03282596,5,1
LSM10,0.089434564,0.03282173,5,1
PRXL2A,0.059971433,0.03278338,5,0
CLDN7,0.059605878,0.03273058,5,1
PLA2G12A,0.10029333,0.03195699,5,0
KPNA6,0.119674444,0.031917438,5,1
TRABD,0.060935304,0.03147403,5,1
KCNJ5,0.067307256,0.031396355,5,0
SHFL,0.13352445,0.030804366,5,1
PDS5A,0.06777735,0.030802667,5,1
PPP2R5B,0.10253743,0.030704018,5,0
WAC-AS1,0.08290585,0.02986031,5,1
UTP18,0.037598383,0.02965752,5,1
PCF11,0.021793852,0.02917625,5,1
RBM25,-0.08285758,0.028481722,5,1
FAM214B,0.06150511,0.028379992,5,1
SLC25A1,0.08018705,0.028144956,5,1
C9orf72,0.13566884,0.02796384,5,1
ZNF598,0.05626318,0.027536586,5,1
LINC01503,0.113292545,0.02739658,5,1
ACAD11,0.07781196,0.027232457,5,1
ILK,0.081156,0.027165502,5,1
FGD3,0.09859854,0.027075961,5,1
SIGIRR,0.058445364,0.026825316,5,1
SZRD1,0.0030547057,0.026561633,5,1
PRKAB1,0.118014716,0.026413117,5,0
FBXO7,0.039526314,0.026342183,5,1
IDH3G,0.04548944,0.025988355,5,1
IVNS1ABP,0.16577071,0.02580209,5,1
MRPL3,0.13391113,0.025166385,5,1
CNOT10,0.10388017,0.02515118,5,0
STX7,0.08799725,0.02458398,5,1
DNMBP,0.07872528,0.024581034,5,1
CPT2,0.01931222,0.024356486,5,1
TULP4,0.05823204,0.024234522,5,1
PPP6R3,0.053694595,0.023474231,5,1
CUL3,0.039000403,0.02340778,5,1
DERL1,0.053765524,0.023273334,5,0
ENTPD1-AS1,0.015451989,0.023226583,5,1
TRAPPC6A,-0.025712991,0.022882402,5,1
TTC23,0.08315312,0.022652555,5,0
HUS1,0.10102876,0.022590596,5,0
CC2D1B,-0.04477383,0.022564705,5,1
MRPL12,0.13283272,0.021705255,5,1
GIMAP8,0.12254914,0.021637566,5,0
CCDC137,0.022135084,0.021076456,5,1
WDR6,0.001297988,0.02075538,5,1
PCMTD1,0.051893,0.02024386,5,0
