gene,sample,mean_high,mean_undetected,effect_high_minus_undetected
AP001626.1,sample7,0.0,0.0,0.0
PDE9A,sample7,0.0,0.0,0.0
AP001627.1,sample7,0.0,0.0,0.0
LINC01668,sample7,0.0,0.0,0.0
AP001628.2,sample7,0.0,0.0,0.0
AP001628.1,sample7,0.0,0.0,0.0
WDR4,sample7,0.0,0.0,0.0
NDUFV3,sample7,0.42914212,0.7965486,-0.3674065
ERVH48-1,sample7,0.0,0.0,0.0
AP001630.1,sample7,0.0,0.0,0.0
PKNOX1,sample7,0.0,0.0,0.0
CBS,sample7,0.0,0.0,0.0
U2AF1,sample7,0.30179325,0.39814228,-0.09634903
AP001631.2,sample7,0.0,0.0,0.0
FRGCA,sample7,0.0,0.0,0.0
AP001631.1,sample7,0.0,0.0,0.0
CRYAA,sample7,0.0,0.0,0.0
LINC00322,sample7,0.0,0.0,0.0
LINC01679,sample7,0.1490989,0.0,0.1490989
AP001046.1,sample7,0.0,0.0,0.0
SIK1,sample7,0.5524747,0.314489,0.23798567
LINC00319,sample7,0.0,0.0,0.0
LINC00313,sample7,0.0,0.0,0.0
AP001048.1,sample7,0.0,0.0,0.0
HSF2BP,sample7,0.0,0.0,0.0
H2BFS,sample7,0.0,0.0,0.0
RRP1B,sample7,0.30179325,0.0,0.30179325
PDXK,sample7,0.7311488,0.0,0.7311488
AP001053.1,sample7,0.0,0.0,0.0
CSTB,sample7,2.404114,1.4516838,0.95243025
RRP1,sample7,0.1490989,0.0,0.1490989
AATBC,sample7,0.0,0.21781617,-0.21781617
AGPAT3,sample7,0.0,0.314489,-0.314489
TRAPPC10,sample7,0.26232207,0.80768037,-0.5453583
PWP2,sample7,0.0,0.0,0.0
GATD3A,sample7,0.0,0.0,0.0
LINC01678,sample7,0.113223165,0.49319133,-0.37996817
AP001056.2,sample7,0.0,0.0,0.0
AP001056.1,sample7,0.0,0.0,0.0
AP001057.1,sample7,0.0,0.0,0.0
ICOSLG,sample7,0.0,0.0,0.0
AP001059.3,sample7,0.0,0.0,0.0
AP001059.2,sample7,0.0,0.0,0.0
DNMT3L,sample7,0.0,0.0,0.0
AP001059.1,sample7,0.0,0.0,0.0
AIRE,sample7,0.0,0.0,0.0
PFKL,sample7,0.20155713,0.48205957,-0.28050244
AP001062.3,sample7,0.0,0.0,0.0
CFAP410,sample7,0.20155713,0.0,0.20155713
AP001062.1,sample7,0.0,0.0,0.0
AP001062.2,sample7,0.0,0.0,0.0
AP001063.1,sample7,0.0,0.0,0.0
TRPM2,sample7,0.4392515,0.49319133,-0.05393982
TRPM2-AS,sample7,0.0,0.0,0.0
LRRC3-DT,sample7,0.0,0.0,0.0
LRRC3,sample7,0.0,0.0,0.0
AP001065.3,sample7,0.0,0.0,0.0
LINC02575,sample7,0.0,0.0,0.0
AP001065.4,sample7,0.0,0.0,0.0
TSPEAR,sample7,0.0,0.0,0.0
TSPEAR-AS1,sample7,0.0,0.0,0.0
TSPEAR-AS2,sample7,0.0,0.0,0.0
AP001066.1,sample7,0.0,0.0,0.0
KRTAP10-1,sample7,0.0,0.0,0.0
KRTAP10-2,sample7,0.0,0.0,0.0
KRTAP10-3,sample7,0.0,0.0,0.0
KRTAP10-4,sample7,0.0,0.0,0.0
KRTAP10-5,sample7,0.0,0.0,0.0
KRTAP10-6,sample7,0.0,0.0,0.0
KRTAP10-7,sample7,0.0,0.0,0.0
KRTAP10-8,sample7,0.0,0.0,0.0
KRTAP10-9,sample7,0.0,0.0,0.0
KRTAP10-10,sample7,0.0,0.0,0.0
KRTAP10-11,sample7,0.0,0.0,0.0
KRTAP12-4,sample7,0.0,0.0,0.0
KRTAP12-3,sample7,0.0,0.0,0.0
KRTAP12-2,sample7,0.0,0.0,0.0
KRTAP12-1,sample7,0.0,0.0,0.0
KRTAP10-12,sample7,0.0,0.0,0.0
UBE2G2,sample7,0.32912534,0.5323052,-0.20317984
LINC01424,sample7,0.0,0.0,0.0
SUMO3,sample7,0.5442709,0.21781617,0.3264547
PTTG1IP,sample7,0.62989223,0.6998757,-0.06998348
ITGB2,sample7,1.7478064,0.6780629,1.0697435
ITGB2-AS1,sample7,0.8898128,0.0,0.8898128
AL844908.2,sample7,0.0,0.0,0.0
LINC01547,sample7,0.0,0.0,0.0
AL844908.1,sample7,0.0,0.0,0.0
FAM207A,sample7,0.6081,0.0,0.6081
AP001505.1,sample7,0.0,0.0,0.0
LINC00163,sample7,0.0,0.0,0.0
LINC00165,sample7,0.0,0.0,0.0
PICSAR,sample7,0.0,0.0,0.0
ADARB1,sample7,0.0,0.0,0.0
AL133499.1,sample7,0.0,0.0,0.0
LINC00334,sample7,0.0,0.0,0.0
POFUT2,sample7,0.0,0.0,0.0
LINC00205,sample7,0.3596146,0.0,0.3596146
BX322557.2,sample7,0.0,0.0,0.0
LINC00315,sample7,0.0,0.0,0.0
BX322557.1,sample7,0.0,0.0,0.0
LINC00316,sample7,0.0,0.0,0.0
BX322559.1,sample7,0.0,0.0,0.0
BX322562.1,sample7,0.0,0.0,0.0
COL18A1,sample7,0.0,0.0,0.0
COL18A1-AS2,sample7,0.0,0.0,0.0
COL18A1-AS1,sample7,0.0,0.0,0.0
SLC19A1,sample7,0.0,0.0,0.0
LINC01694,sample7,0.0,0.0,0.0
AL133493.1,sample7,0.0,0.0,0.0
AL133493.2,sample7,0.0,0.0,0.0
PCBP3,sample7,0.0,0.0,0.0
AL133492.1,sample7,0.0,0.0,0.0
AL592528.1,sample7,0.0,0.0,0.0
AJ011931.2,sample7,0.0,0.0,0.0
AJ011931.1,sample7,0.0,0.0,0.0
AJ239328.1,sample7,0.0,0.0,0.0
AJ011932.1,sample7,0.0,0.0,0.0
COL6A1,sample7,0.0,0.27992064,-0.27992064
AP001476.1,sample7,0.0,0.0,0.0
AP001476.3,sample7,0.0,0.0,0.0
AP001476.2,sample7,0.0,0.0,0.0
AP001471.1,sample7,0.0,0.0,0.0
COL6A2,sample7,0.0,0.27992064,-0.27992064
FTCD,sample7,0.0,0.0,0.0
FTCD-AS1,sample7,0.0,0.0,0.0
SPATC1L,sample7,0.0,0.0,0.0
AP001468.1,sample7,0.0,0.0,0.0
LSS,sample7,0.0,0.0,0.0
AP001469.1,sample7,0.0,0.0,0.0
MCM3AP-AS1,sample7,0.0,0.27992064,-0.27992064
MCM3AP,sample7,0.26232207,0.0,0.26232207
AP001469.2,sample7,0.0,0.0,0.0
AP001469.3,sample7,0.0,0.0,0.0
YBEY,sample7,0.0,0.27992064,-0.27992064
C21orf58,sample7,0.0,0.0,0.0
PCNT,sample7,0.0,0.0,0.0
AP000471.1,sample7,0.0,0.0,0.0
DIP2A,sample7,0.0,0.41688153,-0.41688153
DIP2A-IT1,sample7,0.0,0.0,0.0
S100B,sample7,0.0,0.0,0.0
PRMT2,sample7,0.0,0.0,0.0
CU104787.1,sample7,0.0,0.0,0.0
AP000542.3,sample7,0.0,0.0,0.0
AP000542.2,sample7,0.0,0.0,0.0
OR11H1,sample7,0.0,0.0,0.0
AP000534.1,sample7,0.0,0.0,0.0
AP000532.2,sample7,0.0,0.0,0.0
POTEH,sample7,0.0,0.0,0.0
POTEH-AS1,sample7,0.0,0.0,0.0
AP000527.1,sample7,0.0,0.0,0.0
DUXAP8,sample7,0.0,0.27992064,-0.27992064
AP000525.1,sample7,0.0,0.0,0.0
AC145543.1,sample7,0.0,0.0,0.0
AP000547.2,sample7,0.0,0.0,0.0
CCT8L2,sample7,0.0,0.0,0.0
AP000547.4,sample7,0.0,0.0,0.0
AP000547.3,sample7,0.0,0.0,0.0
AP000365.1,sample7,0.0,0.0,0.0
ANKRD62P1-PARP4P3,sample7,0.0,0.0,0.0
AC005301.2,sample7,0.0,0.0,0.0
LINC01665,sample7,0.0,0.0,0.0
XKR3,sample7,0.0,0.0,0.0
AC007064.2,sample7,0.0,0.0,0.0
IGKV1OR22-5,sample7,0.0,0.0,0.0
IGKV2OR22-4,sample7,0.0,0.0,0.0
IGKV2OR22-3,sample7,0.0,0.0,0.0
IGKV3OR22-2,sample7,0.0,0.0,0.0
IGKV1OR22-1,sample7,0.0,0.0,0.0
GAB4,sample7,0.0,0.0,0.0
AC006946.2,sample7,0.0,0.0,0.0
AC006946.3,sample7,0.0,0.0,0.0
IL17RA,sample7,0.77686465,0.314489,0.46237564
TMEM121B,sample7,0.0,0.0,0.0
LINC01664,sample7,0.0,0.0,0.0
HDHD5,sample7,0.22438997,0.0,0.22438997
HDHD5-AS1,sample7,0.0,0.0,0.0
ADA2,sample7,0.7421276,0.61595845,0.12616915
CECR3,sample7,0.0,0.0,0.0
CECR2,sample7,0.0,0.0,0.0
AC007666.2,sample7,0.0,0.0,0.0
SLC25A18,sample7,0.0,0.0,0.0
AC007666.1,sample7,0.0,0.0,0.0
ATP6V1E1,sample7,0.46578476,0.0,0.46578476
BCL2L13,sample7,0.1490989,0.0,0.1490989
BID,sample7,0.26232207,0.0,0.26232207
LINC00528,sample7,0.113223165,0.0,0.113223165
MICAL3,sample7,0.0,0.0,0.0
AC016026.2,sample7,0.0,0.0,0.0
AC016027.3,sample7,0.0,0.0,0.0
AC016027.2,sample7,0.0,0.0,0.0
LINC01634,sample7,0.0,0.0,0.0
AC016027.1,sample7,0.0,0.0,0.0
PEX26,sample7,0.113223165,0.0,0.113223165
TUBA8,sample7,0.0,0.0,0.0
AC008079.1,sample7,0.0,0.0,0.0
USP18,sample7,0.0,0.0,0.0
FAM230D,sample7,0.0,0.0,0.0
FAM230J,sample7,0.0,0.0,0.0
AC011718.1,sample7,0.0,0.0,0.0
FAM230A,sample7,0.0,0.0,0.0
AC023490.2,sample7,0.0,0.0,0.0
AC023490.4,sample7,0.0,0.0,0.0
GGTLC3,sample7,0.0,0.0,0.0
TMEM191B,sample7,0.0,0.0,0.0
RIMBP3,sample7,0.0,0.0,0.0
AC023490.5,sample7,0.0,0.0,0.0
FAM230E,sample7,0.0,0.0,0.0
FAM230F,sample7,0.0,0.0,0.0
AC008103.1,sample7,0.0,0.0,0.0
DGCR6,sample7,0.0,0.0,0.0
PRODH,sample7,0.0,0.0,0.0
AC007326.5,sample7,0.0,0.0,0.0
AC007326.2,sample7,0.0,0.0,0.0
DGCR9,sample7,0.0,0.0,0.0
DGCR10,sample7,0.0,0.0,0.0
DGCR2,sample7,0.30179325,0.314489,-0.01269576
DGCR11,sample7,0.0,0.0,0.0
AC004461.2,sample7,0.0,0.0,0.0
AC004471.1,sample7,0.0,0.0,0.0
AC004471.2,sample7,0.0,0.0,0.0
ESS2,sample7,0.0,0.0,0.0
TSSK2,sample7,0.0,0.0,0.0
GSC2,sample7,0.0,0.0,0.0
LINC01311,sample7,0.0,0.0,0.0
SLC25A1,sample7,0.37348887,0.0,0.37348887
CLTCL1,sample7,0.0,0.0,0.0
AC000072.1,sample7,0.0,0.0,0.0
AC000085.1,sample7,0.0,0.0,0.0
HIRA,sample7,0.0,0.0,0.0
C22orf39,sample7,0.31668586,0.0,0.31668586
MRPL40,sample7,0.0,0.4977368,-0.4977368
AC000068.1,sample7,0.0,0.0,0.0
UFD1,sample7,0.4392515,0.5323052,-0.09305367
AC000068.3,sample7,0.0,0.0,0.0
AC000068.2,sample7,0.0,0.0,0.0
CDC45,sample7,0.1490989,0.0,0.1490989
AC000082.1,sample7,0.0,0.0,0.0
CLDN5,sample7,0.0,0.0,0.0
LINC00895,sample7,0.0,0.0,0.0
AC000067.1,sample7,0.0,0.0,0.0
SEPTIN5,sample7,0.0,0.0,0.0
GP1BB,sample7,0.0,0.0,0.0
TBX1,sample7,0.0,0.0,0.0
GNB1L,sample7,0.0,0.0,0.0
RTL10,sample7,0.0,0.0,0.0
TXNRD2,sample7,0.45089215,0.0,0.45089215
COMT,sample7,0.32912534,0.7911658,-0.46204048
ARVCF,sample7,0.0,0.0,0.0
TANGO2,sample7,0.26232207,0.3091063,-0.046784222
AC006547.1,sample7,0.0,0.0,0.0
AC006547.3,sample7,0.0,0.0,0.0
DGCR8,sample7,0.0,0.0,0.0
AC006547.2,sample7,0.0,0.0,0.0
TRMT2A,sample7,0.18002646,0.27992064,-0.09989418
RANBP1,sample7,0.97025585,0.0,0.97025585
ZDHHC8,sample7,0.0,0.0,0.0
CCDC188,sample7,0.0,0.0,0.0
AC007663.2,sample7,0.0,0.0,0.0
LINC00896,sample7,0.0,0.0,0.0
RTN4R,sample7,0.0,0.0,0.0
DGCR6L,sample7,0.575046,0.0,0.575046
AC007663.4,sample7,0.0,0.0,0.0
AC007663.3,sample7,0.0,0.0,0.0
FAM230G,sample7,0.0,0.0,0.0
AC007731.2,sample7,0.0,0.0,0.0
AC007731.5,sample7,0.0,0.0,0.0
USP41,sample7,0.0,0.0,0.0
ZNF74,sample7,0.0,0.0,0.0
SCARF2,sample7,0.0,0.0,0.0
KLHL22,sample7,0.113223165,0.0,0.113223165
MED15,sample7,0.113223165,0.27992064,-0.16669747
AC007731.3,sample7,0.0,0.0,0.0
PI4KA,sample7,0.20155713,0.0,0.20155713
SERPIND1,sample7,0.0,0.0,0.0
SNAP29,sample7,0.47283778,0.3677538,0.10508397
AC007308.1,sample7,0.0,0.0,0.0
CRKL,sample7,0.5641153,0.0,0.5641153
LINC01637,sample7,0.4392515,0.0,0.4392515
AIFM3,sample7,0.0,0.0,0.0
AC002470.1,sample7,0.0,0.0,0.0
LZTR1,sample7,0.45089215,0.0,0.45089215
THAP7,sample7,0.0,0.0,0.0
THAP7-AS1,sample7,0.0,0.0,0.0
P2RX6,sample7,0.0,0.0,0.0
SLC7A4,sample7,0.0,0.0,0.0
AC002472.1,sample7,0.0,0.0,0.0
LRRC74B,sample7,0.0,0.0,0.0
AP000550.1,sample7,0.0,0.0,0.0
FAM230B,sample7,0.0,0.0,0.0
AP000550.2,sample7,0.0,0.0,0.0
GGT2,sample7,0.0,0.0,0.0
FAM230H,sample7,0.0,0.0,0.0
AP000552.2,sample7,0.0,0.0,0.0
LINC01651,sample7,0.0,0.0,0.0
AP000552.4,sample7,0.0,0.0,0.0
RIMBP3B,sample7,0.0,0.0,0.0
HIC2,sample7,0.0,0.0,0.0
TMEM191C,sample7,0.0,0.0,0.0
RIMBP3C,sample7,0.0,0.0,0.0
UBE2L3,sample7,1.0152731,0.0,1.0152731
YDJC,sample7,0.0,0.0,0.0
CCDC116,sample7,0.0,0.0,0.0
AP000553.3,sample7,0.0,0.0,0.0
SDF2L1,sample7,0.4392515,0.27992064,0.15933087
AP000553.2,sample7,0.0,0.0,0.0
PPIL2,sample7,0.0,0.0,0.0
YPEL1,sample7,0.0,0.0,0.0
AP000553.9,sample7,0.0,0.0,0.0
AP000553.8,sample7,0.0,0.0,0.0
MAPK1,sample7,0.22438997,0.0,0.22438997
PPM1F,sample7,0.113223165,0.0,0.113223165
AC245452.1,sample7,0.0,0.0,0.0
TOP3B,sample7,0.0,0.0,0.0
IGLVI-70,sample7,0.0,0.0,0.0
IGLV4-69,sample7,0.0,0.0,0.0
IGLVI-68,sample7,0.0,0.0,0.0
AC245452.5,sample7,0.0,0.0,0.0
IGLV10-54,sample7,0.0,0.0,0.0
IGLV10-67,sample7,0.0,0.0,0.0
IGLVIV-66-1,sample7,0.0,0.0,0.0
IGLVV-66,sample7,0.0,0.0,0.0
IGLVIV-65,sample7,0.0,0.0,0.0
IGLVIV-64,sample7,0.0,0.0,0.0
IGLVI-63,sample7,0.0,0.0,0.0
IGLV1-62,sample7,0.0,0.0,0.0
IGLV8-61,sample7,0.0,0.0,0.0
IGLV4-60,sample7,0.0,0.0,0.0
IGLVIV-59,sample7,0.0,0.0,0.0
IGLVV-58,sample7,0.0,0.0,0.0
IGLV6-57,sample7,0.0,0.0,0.0
IGLVI-56,sample7,0.0,0.0,0.0
IGLV11-55,sample7,0.0,0.0,0.0
IGLVIV-53,sample7,0.0,0.0,0.0
VPREB1,sample7,0.0,0.0,0.0
AC245060.6,sample7,0.0,0.0,0.0
AC245060.5,sample7,0.0,0.0,0.0
AC245060.2,sample7,0.0,0.0,0.0
IGLV5-52,sample7,0.0,0.0,0.0
IGLV1-51,sample7,0.30179325,0.0,0.30179325
IGLV1-50,sample7,0.0,0.0,0.0
IGLV9-49,sample7,0.0,0.0,0.0
IGLV5-48,sample7,0.0,0.0,0.0
IGLV1-47,sample7,0.0,0.0,0.0
IGLV7-46,sample7,0.0,0.0,0.0
IGLV5-45,sample7,0.0,0.0,0.0
IGLV1-44,sample7,0.3596146,0.0,0.3596146
IGLV7-43,sample7,0.0,0.0,0.0
IGLVI-42,sample7,0.0,0.0,0.0
IGLVVII-41-1,sample7,0.0,0.0,0.0
IGLV1-41,sample7,0.0,0.0,0.0
IGLV1-40,sample7,0.0,0.27992064,-0.27992064
IGLVI-38,sample7,0.0,0.0,0.0
IGLV5-37,sample7,0.0,0.0,0.0
IGLV1-36,sample7,0.0,0.0,0.0
IGLV7-35,sample7,0.0,0.0,0.0
ZNF280B,sample7,0.0,0.0,0.0
ZNF280A,sample7,0.0,0.0,0.0
PRAME,sample7,0.0,0.0,0.0
AC246793.1,sample7,0.0,0.0,0.0
IGLV2-34,sample7,0.0,0.0,0.0
IGLV2-33,sample7,0.0,0.0,0.0
IGLV3-32,sample7,0.0,0.0,0.0
IGLV3-31,sample7,0.0,0.0,0.0
IGLV3-30,sample7,0.0,0.0,0.0
AC244250.4,sample7,0.0,0.0,0.0
GGTLC2,sample7,0.0,0.0,0.0
IGLV3-29,sample7,0.0,0.0,0.0
IGLV2-28,sample7,0.0,0.0,0.0
IGLV3-27,sample7,0.0,0.0,0.0
IGLV3-26,sample7,0.0,0.0,0.0
IGLVVI-25-1,sample7,0.0,0.0,0.0
IGLV3-25,sample7,0.0,0.0,0.0
AC244250.1,sample7,0.0,0.0,0.0
IGLV3-24,sample7,0.0,0.0,0.0
IGLV2-23,sample7,0.0,0.0,0.0
IGLVVI-22-1,sample7,0.0,0.0,0.0
IGLV3-22,sample7,0.0,0.0,0.0
IGLV3-21,sample7,0.0,0.0,0.0
IGLVI-20,sample7,0.0,0.0,0.0
IGLV3-19,sample7,0.30179325,0.0,0.30179325
IGLV2-18,sample7,0.0,0.0,0.0
IGLV3-17,sample7,0.0,0.0,0.0
IGLV3-16,sample7,0.0,0.0,0.0
IGLV3-15,sample7,0.0,0.0,0.0
IGLV2-14,sample7,0.0,0.0,0.0
IGLV3-13,sample7,0.0,0.0,0.0
IGLV3-12,sample7,0.0,0.0,0.0
IGLV2-11,sample7,0.1490989,0.0,0.1490989
IGLV3-10,sample7,0.0,0.0,0.0
IGLV3-9,sample7,0.20155713,0.39814228,-0.19658515
IGLV2-8,sample7,0.30179325,0.0,0.30179325
IGLV3-7,sample7,0.0,0.0,0.0
IGLV3-6,sample7,0.0,0.0,0.0
IGLV2-5,sample7,0.0,0.0,0.0
IGLV3-4,sample7,0.0,0.0,0.0
IGLV4-3,sample7,0.0,0.0,0.0
IGLV3-2,sample7,0.0,0.0,0.0
IGLV3-1,sample7,0.0,0.0,0.0
IGLJ1,sample7,0.0,0.0,0.0
IGLC1,sample7,0.0,0.0,0.0
IGLJ2,sample7,0.0,0.0,0.0
IGLC2,sample7,0.0,0.0,0.0
IGLJ3,sample7,0.0,0.0,0.0
IGLC3,sample7,0.0,0.0,0.0
IGLJ4,sample7,0.0,0.0,0.0
IGLC4,sample7,0.0,0.0,0.0
IGLJ5,sample7,0.0,0.0,0.0
IGLC5,sample7,0.0,0.0,0.0
IGLJ6,sample7,0.0,0.0,0.0
IGLC6,sample7,0.0,0.0,0.0
IGLJ7,sample7,0.0,0.0,0.0
IGLC7,sample7,0.0,0.0,0.0
RSPH14,sample7,0.0,0.0,0.0
GNAZ,sample7,0.0,0.0,0.0
RAB36,sample7,0.0,0.0,0.0
BCR,sample7,0.0,0.0,0.0
LINC02556,sample7,0.0,0.0,0.0
LINC01659,sample7,0.0,0.0,0.0
FAM230I,sample7,0.0,0.0,0.0
AP000345.3,sample7,0.0,0.0,0.0
LINC02557,sample7,0.0,0.0,0.0
PCAT14,sample7,0.0,0.0,0.0
AP000345.1,sample7,0.0,0.0,0.0
IGLL1,sample7,0.0,0.0,0.0
AP000345.2,sample7,0.0,0.4977368,-0.4977368
DRICH1,sample7,0.0,0.0,0.0
RGL4,sample7,0.0,0.0,0.0
ZNF70,sample7,0.0,0.0,0.0
VPREB3,sample7,0.0,0.0,0.0
C22orf15,sample7,0.0,0.0,0.0
CHCHD10,sample7,1.2410562,0.9871692,0.253887
MMP11,sample7,0.0,0.0,0.0
SMARCB1,sample7,0.37348887,0.0,0.37348887
DERL3,sample7,0.0,0.0,0.0
AP000350.5,sample7,0.0,0.0,0.0
SLC2A11,sample7,0.0,0.0,0.0
AP000350.7,sample7,0.0,0.0,0.0
MIF,sample7,2.564094,2.0481596,0.51593447
MIF-AS1,sample7,0.0,0.0,0.0
AP000350.6,sample7,0.0,0.0,0.0
GSTT2B,sample7,0.0,0.0,0.0
DDTL,sample7,0.0,0.0,0.0
AC253536.6,sample7,0.0,0.0,0.0
DDT,sample7,1.1716124,0.0,1.1716124
GSTT4,sample7,0.0,0.0,0.0
CABIN1,sample7,0.0,0.0,0.0
AC253536.3,sample7,0.0,0.0,0.0
SUSD2,sample7,0.0,0.0,0.0
GGT5,sample7,0.0,0.0,0.0
SPECC1L,sample7,0.0,0.7126313,-0.7126313
ADORA2A,sample7,0.0,0.0,0.0
ADORA2A-AS1,sample7,0.0,0.0,0.0
UPB1,sample7,0.0,0.0,0.0
AP000355.1,sample7,0.0,0.0,0.0
GUCD1,sample7,0.0,0.0,0.0
SNRPD3,sample7,0.20155713,0.0,0.20155713
GGT1,sample7,0.0,0.0,0.0
LRRC75B,sample7,0.0,0.0,0.0
GGT1-1,sample7,0.0,0.0,0.0
AP000356.1,sample7,0.0,0.0,0.0
AP000356.2,sample7,0.0,0.0,0.0
AP000357.2,sample7,0.0,0.0,0.0
PIWIL3,sample7,0.0,0.0,0.0
SGSM1,sample7,0.0,0.0,0.0
TMEM211,sample7,0.0,0.0,0.0
KIAA1671,sample7,0.0,0.0,0.0
AL022323.3,sample7,0.0,0.0,0.0
AL022323.5,sample7,0.0,0.0,0.0
AL022323.2,sample7,0.0,0.0,0.0
AL022323.4,sample7,0.0,0.0,0.0
AL022323.1,sample7,0.0,0.0,0.0
CRYBB3,sample7,0.0,0.0,0.0
Z99916.1,sample7,0.0,0.0,0.0
CRYBB2,sample7,0.0,0.0,0.0
Z99916.3,sample7,0.0,0.0,0.0
AL022332.1,sample7,0.0,0.0,0.0
LRP5L,sample7,0.0,0.0,0.0
AL022324.3,sample7,0.0,0.0,0.0
AL008721.1,sample7,0.0,0.0,0.0
IGLVIVOR22-1,sample7,0.0,0.0,0.0
AL008721.2,sample7,0.0,0.0,0.0
AL022329.1,sample7,0.0,0.0,0.0
GRK3,sample7,0.96427256,0.0,0.96427256
AL022329.2,sample7,0.0,0.0,0.0
MYO18B,sample7,0.0,0.0,0.0
AL022329.3,sample7,0.0,0.0,0.0
Z98949.1,sample7,0.0,0.0,0.0
Z98949.3,sample7,0.0,0.0,0.0
LINC02559,sample7,0.0,0.0,0.0
AL022337.1,sample7,0.0,0.0,0.0
SEZ6L,sample7,0.0,0.0,0.0
AL080273.1,sample7,0.0,0.0,0.0
ASPHD2,sample7,0.0,0.0,0.0
HPS4,sample7,0.22438997,0.41688153,-0.19249156
SRRD,sample7,0.0,0.0,0.0
TFIP11,sample7,0.0,0.0,0.0
Z95115.1,sample7,0.0,0.0,0.0
TPST2,sample7,0.113223165,0.21781617,-0.10459301
Z95115.2,sample7,0.0,0.0,0.0
CRYBB1,sample7,0.20155713,0.0,0.20155713
CRYBA4,sample7,0.0,0.0,0.0
MIAT,sample7,0.0,0.0,0.0
Z99774.1,sample7,0.0,0.0,0.0
MIATNB,sample7,0.0,0.0,0.0
LINC01422,sample7,0.0,0.314489,-0.314489
Z97353.2,sample7,0.0,0.0,0.0
AL008638.3,sample7,0.0,0.0,0.0
AL008638.5,sample7,0.0,0.0,0.0
AL008638.4,sample7,0.0,0.0,0.0
AL008638.2,sample7,0.0,0.0,0.0
AL008638.6,sample7,0.0,0.0,0.0
AL008638.1,sample7,0.0,0.0,0.0
AL021153.1,sample7,0.0,0.0,0.0
LINC01638,sample7,0.0,0.0,0.0
AL020994.3,sample7,0.0,0.0,0.0
AL020994.1,sample7,0.0,0.0,0.0
LINC02554,sample7,0.0,0.0,0.0
AL020994.2,sample7,0.0,0.0,0.0
AL049536.1,sample7,0.0,0.0,0.0
AL050402.2,sample7,0.0,0.0,0.0
AL050402.1,sample7,0.0,0.0,0.0
AL133456.1,sample7,0.0,0.0,0.0
AL121885.2,sample7,0.0,0.0,0.0
AL121885.3,sample7,0.0,0.0,0.0
AL121885.1,sample7,0.0,0.0,0.0
MN1,sample7,0.0,0.0,0.0
PITPNB,sample7,0.20155713,0.0,0.20155713
TTC28-AS1,sample7,0.0,0.0,0.0
TTC28,sample7,0.0,0.0,0.0
CHEK2,sample7,0.0,0.0,0.0
HSCB,sample7,0.35065603,0.21781617,0.13283986
CCDC117,sample7,0.0,0.0,0.0
XBP1,sample7,0.113223165,0.27992064,-0.16669747
Z93930.2,sample7,0.0,0.0,0.0
Z93930.3,sample7,0.0,0.0,0.0
ZNRF3,sample7,0.0,0.0,0.0
ZNRF3-IT1,sample7,0.0,0.0,0.0
ZNRF3-AS1,sample7,0.0,0.0,0.0
C22orf31,sample7,0.0,0.0,0.0
KREMEN1,sample7,0.0,0.0,0.0
AL021393.1,sample7,0.0,0.0,0.0
EMID1,sample7,0.0,0.0,0.0
RHBDD3,sample7,0.0,0.0,0.0
AL031186.1,sample7,0.0,0.0,0.0
EWSR1,sample7,0.1490989,0.314489,-0.1653901
GAS2L1,sample7,0.1490989,0.0,0.1490989
RASL10A,sample7,0.0,0.0,0.0
AC002059.1,sample7,0.3596146,0.0,0.3596146
AP1B1,sample7,0.9992354,0.0,0.9992354
RFPL1S,sample7,0.0,0.0,0.0
RFPL1,sample7,0.0,0.0,0.0
NEFH,sample7,0.0,0.0,0.0
AC000035.1,sample7,0.0,0.0,0.0
THOC5,sample7,0.0,0.0,0.0
AC005529.1,sample7,0.0,0.0,0.0
NIPSNAP1,sample7,0.20155713,0.21781617,-0.016259044
NF2,sample7,0.0,0.21781617,-0.21781617
AC004882.1,sample7,0.0,0.0,0.0
AC004882.2,sample7,0.0,0.0,0.0
CABP7,sample7,0.0,0.0,0.0
ZMAT5,sample7,0.113223165,0.0,0.113223165
AC004882.3,sample7,0.0,0.0,0.0
UQCR10,sample7,1.2336771,0.5058414,0.7278358
ASCC2,sample7,0.0,0.0,0.0
MTMR3,sample7,0.0,0.0,0.0
AC003681.1,sample7,0.0,0.0,0.0
HORMAD2-AS1,sample7,0.0,0.0,0.0
HORMAD2,sample7,0.0,0.0,0.0
AC002378.1,sample7,0.0,0.0,0.0
LIF-AS1,sample7,0.0,0.0,0.0
LIF,sample7,0.0,0.0,0.0
AC004264.1,sample7,0.0,0.0,0.0
OSM,sample7,0.0,0.48205957,-0.48205957
CASTOR1,sample7,0.0,0.0,0.0
TBC1D10A,sample7,0.0,0.0,0.0
SF3A1,sample7,0.32912534,0.21781617,0.11130917
CCDC157,sample7,0.0,0.0,0.0
RNF215,sample7,0.0,0.0,0.0
SEC14L2,sample7,0.0,0.0,0.0
AC004832.5,sample7,0.0,0.0,0.0
AC004832.4,sample7,0.0,0.0,0.0
MTFP1,sample7,0.0,0.0,0.0
AC004832.6,sample7,0.0,0.0,0.0
SEC14L3,sample7,0.0,0.0,0.0
AC004832.1,sample7,0.0,0.0,0.0
SEC14L4,sample7,0.0,0.0,0.0
SEC14L6,sample7,0.0,0.0,0.0
GAL3ST1,sample7,0.0,0.0,0.0
PES1,sample7,0.113223165,0.3677538,-0.25453064
