gene,sample,mean_high,mean_undetected,effect_high_minus_undetected
AC018802.1,sample3,0.0,0.0,0.0
AC018802.2,sample3,0.0,0.0,0.0
NCK2,sample3,0.25280535,0.0,0.25280535
AC010978.1,sample3,0.0,0.0,0.0
AC009505.1,sample3,0.0,0.0,0.0
ECRG4,sample3,0.0,0.0,0.0
UXS1,sample3,0.0,0.13867997,-0.13867997
AC018878.1,sample3,0.0,0.0,0.0
RGPD3,sample3,0.0,0.0,0.0
CD8B2,sample3,0.0,0.0,0.0
AC108868.2,sample3,0.0,0.0,0.0
AC108868.1,sample3,0.0,0.0,0.0
ST6GAL2,sample3,0.0,0.0,0.0
ST6GAL2-IT1,sample3,0.0,0.0,0.0
AC016994.1,sample3,0.0,0.0,0.0
AC005040.2,sample3,0.0,0.0,0.0
LINC01789,sample3,0.0,0.0,0.0
AC096669.1,sample3,0.0,0.0,0.0
LINC01885,sample3,0.0,0.0,0.0
LINC01886,sample3,0.0,0.0,0.0
AC064869.1,sample3,0.0,0.0,0.0
GACAT1,sample3,0.0,0.0,0.0
RGPD4-AS1,sample3,0.0,0.0,0.0
RGPD4,sample3,0.0,0.0,0.0
SLC5A7,sample3,0.0,0.0,0.0
LINC01593,sample3,0.0,0.0,0.0
LINC01594,sample3,0.0,0.0,0.0
SULT1C3,sample3,0.0,0.0,0.0
SULT1C2,sample3,0.0,0.0,0.0
SULT1C4,sample3,0.0,0.0,0.0
GCC2,sample3,0.19721879,0.21401973,-0.01680094
GCC2-AS1,sample3,0.0,0.0,0.0
LIMS1,sample3,1.0572126,0.7037788,0.3534338
LIMS1-AS1,sample3,0.0,0.0,0.0
RANBP2,sample3,0.6933063,0.5345499,0.15875643
CCDC138,sample3,0.0,0.0,0.0
EDAR,sample3,0.0,0.0,0.0
SH3RF3-AS1,sample3,0.0,0.0,0.0
SH3RF3,sample3,0.031385668,0.093843356,-0.06245769
SEPTIN10,sample3,0.031385668,0.0832668,-0.051881135
AC011753.2,sample3,0.0,0.0,0.0
SOWAHC,sample3,0.082577236,0.0,0.082577236
AC074387.1,sample3,0.0,0.0,0.0
RGPD5,sample3,0.13594696,0.09724642,0.038700536
LIMS3,sample3,0.0,0.0,0.0
LINC01123,sample3,0.0,0.0,0.0
MALL,sample3,0.0,0.0,0.0
NPHP1,sample3,0.0,0.0,0.0
MTLN,sample3,0.031385668,0.24202922,-0.21064356
LINC01106,sample3,0.0,0.0,0.0
LIMS4,sample3,0.0,0.0,0.0
AC112229.2,sample3,0.0,0.0,0.0
RGPD6,sample3,0.0,0.0,0.0
AC226101.1,sample3,0.0,0.0,0.0
BUB1,sample3,0.031385668,0.0,0.031385668
AC114776.1,sample3,0.0,0.0,0.0
ACOXL,sample3,0.0,0.0,0.0
MIR4435-2HG,sample3,0.1964952,0.07793826,0.11855695
ACOXL-AS1,sample3,0.0,0.0,0.0
BCL2L11,sample3,0.031385668,0.19321644,-0.16183078
AC108463.2,sample3,0.0,0.0,0.0
AC108463.3,sample3,0.0,0.0,0.0
AC068491.2,sample3,0.0,0.0,0.0
AC068491.3,sample3,0.0,0.049333427,-0.049333427
AC017002.6,sample3,0.0,0.0,0.0
AC017002.5,sample3,0.0,0.0,0.0
AC017002.3,sample3,0.0,0.0,0.0
AC017002.1,sample3,0.0,0.0,0.0
AC017002.2,sample3,0.0,0.0,0.0
ANAPC1,sample3,0.32545263,0.10338153,0.2220711
MERTK,sample3,0.55511844,0.39144677,0.16367167
AC093675.1,sample3,0.0,0.0,0.0
TMEM87B,sample3,0.4901505,0.1732006,0.3169499
AC093675.2,sample3,0.0,0.0,0.0
FBLN7,sample3,0.0,0.0,0.0
ZC3H8,sample3,0.0,0.092070535,-0.092070535
AC092645.2,sample3,0.0,0.0,0.0
ZC3H6,sample3,0.031385668,0.07991436,-0.048528694
RGPD8,sample3,0.0,0.0,0.0
TTL,sample3,0.17299992,0.18131977,-0.008319855
POLR1B,sample3,0.0,0.07991436,-0.07991436
CHCHD5,sample3,0.22448736,0.30020094,-0.075713575
AC012442.2,sample3,0.0,0.0,0.0
AC012442.1,sample3,0.0,0.0,0.0
AC079922.2,sample3,0.11643743,0.0,0.11643743
SLC20A1,sample3,0.3173136,0.27355024,0.04376337
NT5DC4,sample3,0.0,0.0,0.0
CKAP2L,sample3,0.0,0.02315633,-0.02315633
IL1A,sample3,0.0,0.0,0.0
AC079753.2,sample3,0.0,0.0,0.0
IL1B,sample3,0.21552241,0.5835554,-0.368033
IL37,sample3,0.0,0.0,0.0
IL36G,sample3,0.0,0.0,0.0
IL36A,sample3,0.0,0.0,0.0
IL36B,sample3,0.0,0.0,0.0
IL36RN,sample3,0.0,0.0,0.0
IL1F10,sample3,0.0,0.0,0.0
IL1RN,sample3,0.50304264,0.13309813,0.3699445
PSD4,sample3,0.1440936,0.02315633,0.12093727
AC016683.1,sample3,0.0,0.0,0.0
PAX8-AS1,sample3,0.40298945,0.18501896,0.21797049
PAX8,sample3,0.0,0.16495514,-0.16495514
AC016745.1,sample3,0.0,0.0,0.0
IGKV1OR2-108,sample3,0.0,0.0,0.0
AC016745.2,sample3,0.0,0.0,0.0
CBWD2,sample3,0.2871047,0.37809825,-0.09099355
FOXD4L1,sample3,0.0,0.0,0.0
LINC01961,sample3,0.0,0.0,0.0
PGM5P4-AS1,sample3,0.0,0.0,0.0
FAM138B,sample3,0.0,0.0,0.0
AL078621.4,sample3,0.0,0.0,0.0
RABL2A,sample3,0.031385668,0.0,0.031385668
AC017074.2,sample3,0.0,0.0,0.0
AC017074.1,sample3,0.0,0.0,0.0
SLC35F5,sample3,0.0,0.15114596,-0.15114596
AC104653.2,sample3,0.0,0.0,0.0
AC104653.1,sample3,0.0,0.044876195,-0.044876195
AC110769.2,sample3,0.11643743,0.0,0.11643743
ACTR3,sample3,0.9296189,0.55864465,0.37097424
LINC01191,sample3,0.0,0.0,0.0
AC110769.1,sample3,0.0,0.0,0.0
AC010982.2,sample3,0.0,0.0,0.0
AC010982.1,sample3,0.0,0.0,0.0
DPP10,sample3,0.0,0.0,0.0
DPP10-AS3,sample3,0.0,0.0,0.0
DPP10-AS2,sample3,0.0,0.0,0.0
AC093610.1,sample3,0.0,0.0,0.0
DPP10-AS1,sample3,0.0,0.0,0.0
AC016721.1,sample3,0.0,0.0,0.0
AC064856.1,sample3,0.0,0.0,0.0
AC009312.1,sample3,0.0,0.0,0.0
DDX18,sample3,0.36877537,0.47796682,-0.10919145
AC009404.1,sample3,0.0,0.0,0.0
CCDC93,sample3,0.09165206,0.13523068,-0.043578617
AC009303.2,sample3,0.0,0.0,0.0
AC009303.3,sample3,0.0,0.0,0.0
INSIG2,sample3,0.031385668,0.0,0.031385668
THORLNC,sample3,0.0,0.0,0.0
LINC01956,sample3,0.0,0.0,0.0
EN1,sample3,0.0,0.0,0.0
MARCO,sample3,0.0,0.104142435,-0.104142435
AC013457.1,sample3,0.0,0.0,0.0
C1QL2,sample3,0.0,0.0,0.0
STEAP3,sample3,0.031385668,0.10775826,-0.07637259
STEAP3-AS1,sample3,0.0,0.0,0.0
C2orf76,sample3,0.031385668,0.0,0.031385668
DBI,sample3,0.8899861,1.0919672,-0.20198113
TMEM37,sample3,0.37240306,0.13949913,0.23290393
SCTR,sample3,0.0,0.0,0.0
AC013275.1,sample3,0.0,0.0,0.0
CFAP221,sample3,0.0,0.0,0.0
TMEM177,sample3,0.031385668,0.0,0.031385668
PTPN4,sample3,0.0,0.013359163,-0.013359163
EPB41L5,sample3,0.0,0.0,0.0
AC012363.1,sample3,0.0,0.0,0.0
TMEM185B,sample3,0.08547272,0.0,0.08547272
RALB,sample3,0.24194564,0.052908767,0.18903688
AC012363.2,sample3,0.0,0.0,0.0
INHBB,sample3,0.0,0.0,0.0
AC073257.2,sample3,0.0,0.0,0.0
AC073257.1,sample3,0.0,0.0,0.0
AC018866.1,sample3,0.0,0.0,0.0
GLI2,sample3,0.0,0.0,0.0
AC017033.1,sample3,0.0,0.0,0.0
AC067960.1,sample3,0.0,0.0,0.0
AC079988.1,sample3,0.0,0.0,0.0
TFCP2L1,sample3,0.0,0.0,0.0
CLASP1,sample3,0.06873056,0.08759625,-0.01886569
AC012447.1,sample3,0.0,0.0,0.0
NIFK-AS1,sample3,0.036112584,0.0,0.036112584
NIFK,sample3,0.26114258,0.12183272,0.13930985
TSN,sample3,0.09785203,0.013359163,0.08449286
LINC01823,sample3,0.0,0.0,0.0
AC011246.1,sample3,0.0,0.0,0.0
AC073632.1,sample3,0.0,0.0,0.0
AC062020.1,sample3,0.0,0.0,0.0
LINC01826,sample3,0.0,0.0,0.0
AC073409.2,sample3,0.0,0.0,0.0
AC073409.1,sample3,0.0,0.0,0.0
AC079154.1,sample3,0.0,0.0,0.0
CNTNAP5,sample3,0.0,0.0,0.0
AC019159.2,sample3,0.0,0.0,0.0
AC097499.2,sample3,0.0,0.0,0.0
LINC01889,sample3,0.0,0.0,0.0
LINC01941,sample3,0.0,0.0,0.0
AC142116.2,sample3,0.0,0.0,0.0
AC023347.1,sample3,0.0,0.0,0.0
GYPC,sample3,0.64610726,0.32875565,0.3173516
TEX51,sample3,0.0,0.0,0.0
AC012508.2,sample3,0.0,0.0,0.0
AC012508.3,sample3,0.0,0.0,0.0
AC012508.1,sample3,0.0,0.0,0.0
BIN1,sample3,0.41717994,0.054897185,0.36228275
AC110926.2,sample3,0.0,0.0,0.0
CYP27C1,sample3,0.0,0.0,0.0
ERCC3,sample3,0.43437657,0.18717292,0.24720365
AC068282.1,sample3,0.0,0.0,0.0
MAP3K2,sample3,0.50710845,0.16583899,0.34126946
MAP3K2-DT,sample3,0.0,0.06929743,-0.06929743
AC068282.2,sample3,0.0,0.0,0.0
PROC,sample3,0.0,0.0,0.0
IWS1,sample3,0.27558774,0.07946668,0.19612107
AC010976.1,sample3,0.0,0.0,0.0
MYO7B,sample3,0.0,0.0,0.0
AC010976.2,sample3,0.0,0.0,0.0
LIMS2,sample3,0.036112584,0.0,0.036112584
GPR17,sample3,0.0,0.0,0.0
WDR33,sample3,0.5748371,0.22955881,0.34527826
SFT2D3,sample3,0.0,0.045068674,-0.045068674
POLR2D,sample3,0.0,0.0,0.0
AMMECR1L,sample3,0.0,0.044876195,-0.044876195
AC012306.2,sample3,0.036112584,0.0,0.036112584
AC012306.3,sample3,0.0,0.0,0.0
SAP130,sample3,0.0,0.0,0.0
UGGT1,sample3,0.20964053,0.15676269,0.052877843
HS6ST1,sample3,0.0,0.0,0.0
AC012451.1,sample3,0.0,0.0,0.0
AC068483.1,sample3,0.0,0.0,0.0
LINC01854,sample3,0.0,0.0,0.0
LINC02572,sample3,0.0,0.0,0.0
AC079776.5,sample3,0.0,0.0,0.0
LINC01856,sample3,0.0,0.0,0.0
RAB6C,sample3,0.0,0.044876195,-0.044876195
POTEF,sample3,0.0,0.0,0.0
AC018865.1,sample3,0.0,0.0,0.0
CCDC74B,sample3,0.0,0.0,0.0
SMPD4,sample3,0.0,0.0,0.0
MZT2B,sample3,0.7827917,0.63785374,0.14493793
TUBA3E,sample3,0.0,0.0,0.0
CCDC115,sample3,0.16633363,0.041538022,0.12479561
IMP4,sample3,0.2790751,0.090783276,0.18829182
PTPN18,sample3,0.46861583,0.41347447,0.05514136
POTEI,sample3,0.0,0.0,0.0
AC013269.2,sample3,0.0,0.0,0.0
CFC1B,sample3,0.0,0.0,0.0
AC013269.1,sample3,0.0,0.0,0.0
AC140481.2,sample3,0.0,0.0,0.0
CFC1,sample3,0.0,0.0,0.0
POTEJ,sample3,0.0,0.0,0.0
GPR148,sample3,0.0,0.0,0.0
AC140481.1,sample3,0.0,0.0,0.0
AMER3,sample3,0.0,0.0,0.0
AC133785.1,sample3,0.0,0.0,0.0
ARHGEF4,sample3,0.0,0.0,0.0
SMIM39,sample3,0.0,0.0,0.0
FAM168B,sample3,0.0,0.14622253,-0.14622253
PLEKHB2,sample3,0.23752485,0.5036328,-0.26610792
POTEE,sample3,0.0,0.0,0.0
RAB6D,sample3,0.0,0.0,0.0
AC073869.5,sample3,0.0,0.0,0.0
LINC01120,sample3,0.0,0.0,0.0
AC073869.3,sample3,0.0,0.0,0.0
MZT2A,sample3,0.38246226,0.5501075,-0.16764522
TUBA3D,sample3,0.0,0.0,0.0
CCDC74A,sample3,0.0,0.0,0.0
AC093838.1,sample3,0.0,0.0,0.0
LINC01087,sample3,0.0,0.0,0.0
C2orf27A,sample3,0.0,0.0,0.0
AC103564.1,sample3,0.0,0.0,0.0
AJ239322.2,sample3,0.0,0.0,0.0
AJ239322.1,sample3,0.0,0.0,0.0
LINC01945,sample3,0.0,0.0,0.0
AC093787.2,sample3,0.0,0.0,0.0
ANKRD30BL,sample3,0.0,0.0,0.0
AC097532.1,sample3,0.0,0.0,0.0
AC097532.2,sample3,0.0,0.0,0.0
AC097532.3,sample3,0.0,0.0,0.0
GPR39,sample3,0.0,0.0,0.0
LYPD1,sample3,0.0,0.013359163,-0.013359163
AC010974.1,sample3,0.0,0.0,0.0
NCKAP5,sample3,0.11643743,0.0,0.11643743
AC010974.2,sample3,0.0,0.0,0.0
NCKAP5-AS1,sample3,0.0,0.0,0.0
NCKAP5-AS2,sample3,0.0,0.0,0.0
NCKAP5-IT1,sample3,0.0,0.0,0.0
AC011243.1,sample3,0.0,0.0,0.0
AC092623.1,sample3,0.0,0.0,0.0
MGAT5,sample3,0.20518959,0.1798315,0.02535808
TMEM163,sample3,0.0,0.0,0.0
AC110620.2,sample3,0.0,0.0,0.0
CCNT2-AS1,sample3,0.0,0.0,0.0
ACMSD,sample3,0.0,0.0,0.0
CCNT2,sample3,0.2774204,0.17910272,0.09831768
MAP3K19,sample3,0.0,0.0,0.0
RAB3GAP1,sample3,0.15255001,0.2659218,-0.11337179
ZRANB3,sample3,0.0,0.0,0.0
R3HDM1,sample3,0.11126047,0.049333427,0.06192704
UBXN4,sample3,0.42363533,0.39955005,0.024085283
LCT,sample3,0.0,0.0,0.0
AC011893.1,sample3,0.0,0.0,0.0
MCM6,sample3,0.09165206,0.14215927,-0.05050721
DARS,sample3,0.5380922,0.55234253,-0.014250338
DARS-AS1,sample3,0.0,0.0,0.0
AC068492.1,sample3,0.0,0.0,0.0
CXCR4,sample3,0.7165209,0.7148739,0.0016469955
THSD7B,sample3,0.0,0.0,0.0
HNMT,sample3,0.26930964,0.47615594,-0.2068463
LINC01832,sample3,0.0,0.0,0.0
AC114763.1,sample3,0.0,0.0,0.0
AC114763.2,sample3,0.0,0.0,0.0
SPOPL,sample3,0.031385668,0.31364855,-0.2822629
AC092620.1,sample3,0.0,0.0,0.0
AC092620.2,sample3,0.0,0.0,0.0
LINC02631,sample3,0.0,0.0,0.0
NXPH2,sample3,0.0,0.0,0.0
AC023468.1,sample3,0.0,0.0,0.0
AC013265.1,sample3,0.0,0.0,0.0
AC062021.1,sample3,0.0,0.0,0.0
AC016710.1,sample3,0.0,0.0,0.0
AC078851.1,sample3,0.0,0.0,0.0
LINC01853,sample3,0.0,0.0,0.0
LRP1B,sample3,0.0,0.0,0.0
AC078882.1,sample3,0.0,0.0,0.0
KYNU,sample3,0.031385668,0.23187324,-0.20048758
ARHGAP15,sample3,0.11643743,0.06693554,0.04950189
AC013437.1,sample3,0.0,0.0,0.0
AC079793.1,sample3,0.0,0.0,0.0
AC092652.3,sample3,0.0,0.0,0.0
AC092652.1,sample3,0.0,0.0,0.0
AC092652.2,sample3,0.0,0.0,0.0
AC079584.2,sample3,0.0,0.0,0.0
AC079584.1,sample3,0.0,0.0,0.0
AC016910.1,sample3,0.0,0.0,0.0
GTDC1,sample3,0.0,0.0,0.0
ZEB2,sample3,1.22421,1.3538324,-0.12962234
AC009951.5,sample3,0.0,0.0,0.0
ZEB2-AS1,sample3,0.13594696,0.05555725,0.08038971
AC009951.6,sample3,0.031385668,0.0,0.031385668
LINC01412,sample3,0.0,0.0,0.0
TEX41,sample3,0.0,0.0,0.0
AC023128.1,sample3,0.0,0.0,0.0
LINC01966,sample3,0.0,0.0,0.0
AC096666.1,sample3,0.0,0.0,0.0
AC092484.1,sample3,0.0,0.0,0.0
AC079163.2,sample3,0.0,0.0,0.0
AC079163.1,sample3,0.0,0.0,0.0
AC079248.1,sample3,0.0,0.0,0.0
LINC01911,sample3,0.0,0.0,0.0
AC062032.1,sample3,0.0,0.0,0.0
AC018678.1,sample3,0.0,0.0,0.0
ACVR2A,sample3,0.0,0.0,0.0
AC009480.1,sample3,0.0,0.0,0.0
ORC4,sample3,0.21142665,0.30229086,-0.09086421
MBD5,sample3,0.15438269,0.13086145,0.023521245
EPC2,sample3,0.0,0.13228458,-0.13228458
AC105402.3,sample3,0.0,0.0,0.0
KIF5C,sample3,0.0,0.0,0.0
AC105402.4,sample3,0.0,0.0,0.0
LYPD6B,sample3,0.0,0.0,0.0
AC009230.1,sample3,0.0,0.0,0.0
LYPD6,sample3,0.0,0.0,0.0
MMADHC,sample3,0.27373725,0.28752512,-0.013787866
AC007364.1,sample3,0.0,0.0,0.0
LINC01931,sample3,0.0,0.0,0.0
AC016682.1,sample3,0.0,0.0,0.0
LINC01818,sample3,0.0,0.0,0.0
LINC01817,sample3,0.0,0.0,0.0
RND3,sample3,0.061739445,0.0,0.061739445
LINC01920,sample3,0.0,0.0,0.0
AC104777.2,sample3,0.0,0.0,0.0
AC104777.1,sample3,0.0,0.0,0.0
LINC02612,sample3,0.0,0.0,0.0
AC023469.2,sample3,0.0,0.0,0.0
AC023469.1,sample3,0.0,0.0,0.0
AC018731.1,sample3,0.0,0.0,0.0
RBM43,sample3,0.082577236,0.08582919,-0.003251955
NMI,sample3,0.05862089,0.0802947,-0.02167381
TNFAIP6,sample3,0.0,0.0,0.0
RIF1,sample3,0.3655536,0.22266752,0.14288607
NEB,sample3,0.0,0.0,0.0
ARL5A,sample3,0.2607541,0.61833364,-0.35757953
AC097448.1,sample3,0.0,0.0,0.0
CACNB4,sample3,0.08547272,0.08969899,-0.004226275
AC079790.1,sample3,0.0,0.0,0.0
STAM2,sample3,0.06749825,0.21432143,-0.14682318
AC079790.2,sample3,0.0,0.0,0.0
FMNL2,sample3,0.8525251,0.72691965,0.12560546
AC012066.2,sample3,0.0,0.0,0.0
AC012443.2,sample3,0.0,0.0,0.0
PRPF40A,sample3,0.58009076,0.5978863,-0.017795563
ARL6IP6,sample3,0.052639578,0.077602364,-0.024962787
AC011901.1,sample3,0.0,0.0,0.0
LINC01850,sample3,0.0,0.0,0.0
AC012501.2,sample3,0.0,0.0,0.0
RPRM,sample3,0.0,0.0,0.0
GALNT13,sample3,0.0,0.0,0.0
AC009227.1,sample3,0.0,0.0,0.0
AC009227.2,sample3,0.0,0.0,0.0
AC061961.1,sample3,0.0,0.0,0.0
KCNJ3,sample3,0.0,0.0,0.0
AC092625.1,sample3,0.0,0.0,0.0
AC073225.1,sample3,0.0,0.0,0.0
LINC01876,sample3,0.0,0.0,0.0
AC074099.1,sample3,0.0,0.0,0.0
NR4A2,sample3,0.86609566,0.72559005,0.14050561
GPD2,sample3,0.0,0.013359163,-0.013359163
LINC01958,sample3,0.0,0.0,0.0
AC096589.2,sample3,0.0,0.0,0.0
AC096589.1,sample3,0.0,0.0,0.0
AC108057.1,sample3,0.0,0.0,0.0
GALNT5,sample3,0.0,0.0,0.0
ERMN,sample3,0.0,0.0,0.0
CYTIP,sample3,0.2115877,0.22233379,-0.010746092
ACVR1C,sample3,0.0,0.0,0.0
AC019186.1,sample3,0.0,0.0,0.0
ACVR1,sample3,0.12776464,0.044876195,0.08288845
UPP2,sample3,0.0,0.0,0.0
AC013731.1,sample3,0.0,0.0,0.0
AC091488.1,sample3,0.0,0.0,0.0
UPP2-IT1,sample3,0.0,0.0,0.0
CCDC148-AS1,sample3,0.0,0.0,0.0
CCDC148,sample3,0.0,0.0,0.0
PKP4,sample3,0.0,0.052370228,-0.052370228
PKP4-AS1,sample3,0.0,0.0,0.0
AC005042.2,sample3,0.0,0.0,0.0
DAPL1,sample3,0.0,0.02315633,-0.02315633
AC064843.1,sample3,0.0,0.0,0.0
TANC1,sample3,0.0,0.0,0.0
WDSUB1,sample3,0.09000656,0.10043345,-0.010426886
BAZ2B,sample3,0.6347237,0.35266048,0.28206325
AC008277.1,sample3,0.0,0.0,0.0
AC009506.1,sample3,0.0,0.0,0.0
AC009961.1,sample3,0.0,0.0,0.0
MARCH7,sample3,0.13639598,0.23963681,-0.10324083
CD302,sample3,0.6828274,0.26803404,0.41479337
AC009961.4,sample3,0.15438269,0.0,0.15438269
LY75,sample3,0.09312511,0.24286088,-0.14973578
PLA2R1,sample3,0.0,0.0,0.0
ITGB6,sample3,0.0,0.0,0.0
AC092153.1,sample3,0.0,0.0,0.0
LINC02478,sample3,0.0,0.0,0.0
RBMS1,sample3,0.6055437,0.3760789,0.22946477
AC009313.1,sample3,0.0,0.0,0.0
TANK,sample3,0.3999607,0.38256618,0.017394513
AC009299.3,sample3,0.0,0.0,0.0
LINC01806,sample3,0.0,0.0,0.0
PSMD14,sample3,0.24907717,0.30740035,-0.058323175
TBR1,sample3,0.0,0.0,0.0
AC009487.1,sample3,0.0,0.0,0.0
AC009487.3,sample3,0.0,0.0,0.0
SLC4A10,sample3,0.0,0.0,0.0
AC062022.2,sample3,0.0,0.0,0.0
DPP4,sample3,0.0,0.058382355,-0.058382355
AC008063.1,sample3,0.0,0.0,0.0
AC008063.2,sample3,0.0,0.0,0.0
GCG,sample3,0.0,0.0,0.0
AC007750.1,sample3,0.0,0.0,0.0
FAP,sample3,0.0,0.0,0.0
IFIH1,sample3,0.3135671,0.1479469,0.16562021
GCA,sample3,0.17579684,0.25297964,-0.0771828
KCNH7,sample3,0.0,0.0,0.0
AC011900.1,sample3,0.0,0.0,0.0
FIGN,sample3,0.0,0.0,0.0
AC016766.1,sample3,0.0,0.0,0.0
GRB14,sample3,0.0,0.0,0.0
COBLL1,sample3,0.0,0.0,0.0
AC019197.1,sample3,0.0,0.0,0.0
SLC38A11,sample3,0.0,0.0,0.0
SCN3A,sample3,0.0,0.0,0.0
SCN2A,sample3,0.0,0.0,0.0
AC011303.1,sample3,0.0,0.0,0.0
CSRNP3,sample3,0.0,0.0,0.0
GALNT3,sample3,0.0,0.013359163,-0.013359163
AC009495.3,sample3,0.0,0.0,0.0
AC009495.1,sample3,0.0,0.0,0.0
AC009495.2,sample3,0.0,0.0,0.0
TTC21B,sample3,0.0,0.12728691,-0.12728691
TTC21B-AS1,sample3,0.0,0.0,0.0
SCN1A-AS1,sample3,0.0,0.0,0.0
SCN1A,sample3,0.0,0.0,0.0
SCN9A,sample3,0.0,0.0,0.0
SCN7A,sample3,0.0,0.0,0.0
XIRP2,sample3,0.0,0.0,0.0
XIRP2-AS1,sample3,0.0,0.0,0.0
AC073050.1,sample3,0.0,0.0,0.0
AC016723.1,sample3,0.0,0.0,0.0
B3GALT1,sample3,0.0,0.0,0.0
STK39,sample3,0.09165206,0.013359163,0.07829289
CERS6,sample3,0.15687886,0.052370228,0.10450863
CERS6-AS1,sample3,0.0,0.0,0.0
NOSTRIN,sample3,0.0,0.0,0.0
SPC25,sample3,0.0,0.0,0.0
G6PC2,sample3,0.0,0.0,0.0
ABCB11,sample3,0.0,0.0,0.0
DHRS9,sample3,0.0,0.0629065,-0.0629065
AC007556.1,sample3,0.0,0.0,0.0
LRP2,sample3,0.0,0.044876195,-0.044876195
BBS5,sample3,0.0,0.1633133,-0.1633133
KLHL41,sample3,0.0,0.0,0.0
FASTKD1,sample3,0.0,0.0,0.0
PPIG,sample3,0.31339273,0.339981,-0.026588261
CCDC173,sample3,0.0,0.0,0.0
PHOSPHO2,sample3,0.13594696,0.013359163,0.1225878
KLHL23,sample3,0.0,0.0,0.0
SSB,sample3,0.14549583,0.5729384,-0.42744255
METTL5,sample3,0.27563122,0.105279,0.17035222
UBR3,sample3,0.24370635,0.049333427,0.19437292
MYO3B,sample3,0.0,0.0,0.0
MYO3B-AS1,sample3,0.0,0.0,0.0
AC007277.1,sample3,0.0,0.0,0.0
AC007405.1,sample3,0.0,0.0,0.0
LINC01124,sample3,0.0,0.0,0.0
SP5,sample3,0.0,0.0,0.0
AC007405.3,sample3,0.0,0.0,0.0
ERICH2,sample3,0.0,0.0,0.0
GAD1,sample3,0.0,0.0,0.0
AC007405.2,sample3,0.0,0.0,0.0
AC007405.4,sample3,0.0,0.0,0.0
AC010092.1,sample3,0.0,0.0,0.0
GORASP2,sample3,0.116858386,0.0832668,0.033591583
TLK1,sample3,0.21436745,0.12736721,0.087000236
METTL8,sample3,0.031385668,0.0,0.031385668
DCAF17,sample3,0.05862089,0.0,0.05862089
CYBRD1,sample3,0.20964053,0.02315633,0.1864842
DYNC1I2,sample3,0.09000656,0.344632,-0.25462544
SLC25A12,sample3,0.23695993,0.030896574,0.20606336
HAT1,sample3,0.08547272,0.11193951,-0.026466794
METAP1D,sample3,0.0,0.013359163,-0.013359163
DLX1,sample3,0.0,0.0,0.0
DLX2,sample3,0.0,0.0,0.0
DLX2-DT,sample3,0.0,0.0,0.0
AC104088.1,sample3,0.0,0.0,0.0
AC104088.3,sample3,0.0,0.0,0.0
AC104088.2,sample3,0.0,0.0,0.0
ITGA6,sample3,0.061739445,0.18966427,-0.12792483
AC078883.2,sample3,0.0,0.0,0.0
ITGA6-AS1,sample3,0.0,0.03170951,-0.03170951
AC078883.1,sample3,0.0,0.03170951,-0.03170951
PDK1,sample3,0.1139629,0.0,0.1139629
RAPGEF4-AS1,sample3,0.0,0.0,0.0
RAPGEF4,sample3,0.0,0.0,0.0
MAP3K20,sample3,0.09165206,0.03170951,0.059942547
MAP3K20-AS1,sample3,0.0,0.0,0.0
CDCA7,sample3,0.0,0.02315633,-0.02315633
AC106900.1,sample3,0.0,0.0,0.0
SP3,sample3,0.06873056,0.26693428,-0.19820371
AC016737.1,sample3,0.0,0.0,0.0
AC016737.2,sample3,0.0,0.0,0.0
LINC01960,sample3,0.0,0.0,0.0
OLA1,sample3,0.20702226,0.12187598,0.085146286
LINC01305,sample3,0.0,0.0,0.0
SP9,sample3,0.0,0.0,0.0
CIR1,sample3,0.16039202,0.18607593,-0.02568391
SCRN3,sample3,0.05862089,0.0,0.05862089
GPR155,sample3,0.22141968,0.18469226,0.036727414
AC010894.2,sample3,0.0,0.0,0.0
AC010894.3,sample3,0.0,0.0,0.0
WIPF1,sample3,0.83187616,0.4147381,0.41713807
AC010894.4,sample3,0.0,0.0,0.0
CHRNA1,sample3,0.0,0.0,0.0
CHN1,sample3,0.0,0.0,0.0
ATF2,sample3,0.08547272,0.09327352,-0.0078008026
AC096649.1,sample3,0.0,0.0,0.0
ATP5MC3,sample3,0.8930697,0.71681994,0.17624974
AC093459.1,sample3,0.0,0.0,0.0
AC016751.2,sample3,0.0,0.0,0.0
AC016751.1,sample3,0.0,0.0,0.0
LNPK,sample3,0.088752165,0.069763556,0.01898861
EVX2,sample3,0.0,0.0,0.0
HOXD13,sample3,0.0,0.0,0.0
HOXD12,sample3,0.0,0.0,0.0
HOXD11,sample3,0.0,0.0,0.0
HOXD10,sample3,0.0,0.0,0.0
HOXD-AS2,sample3,0.0,0.0,0.0
HOXD9,sample3,0.0,0.0,0.0
HOXD8,sample3,0.0,0.0,0.0
HOXD3,sample3,0.0,0.0,0.0
HOXD4,sample3,0.0,0.0,0.0
HAGLR,sample3,0.0,0.0,0.0
AC009336.1,sample3,0.0,0.0,0.0
HAGLROS,sample3,0.0,0.0,0.0
HOXD1,sample3,0.0,0.0,0.0
MTX2,sample3,0.036112584,0.05555725,-0.019444667
LINC01117,sample3,0.0,0.0,0.0
AC017048.1,sample3,0.0,0.0,0.0
AC017048.2,sample3,0.0,0.0,0.0
AC017048.3,sample3,0.0,0.0,0.0
LINC01116,sample3,0.0,0.035226025,-0.035226025
